date,url,title,summary,publishing date,id,new_id
29/1/2026,https://www.essar.com/inthenews/essars-green-mobility-targets-30000-clean-trucks-100-fuel-charging-hubs-in-india/,"Essar Green Mobility Plans Deployment Of 30,000 Clean Freight Trucks Across India","Essar Green Mobility announced plans to deploy 30,000 liquefied natural gas and electric trucks supported by 100 alternative fuel and charging hubs across India as part of a major clean freight initiative. The company secured $275 million in funding, including a $20 million investment from Zerodha co-founder Nikhil Kamath, to accelerate deployment of over 10,000 new trucks and expand refuelling and charging infrastructure. The integrated platform combines vehicle manufacturing, fleet operations, and fuel infrastructure to address barriers including high upfront costs and limited infrastructure that have hindered adoption of low-emission freight technologies.

The initiative is expected to reduce approximately one million tonnes of CO2 annually from freight operations, addressing a significant source of transport emissions in India's carbon-intensive logistics sector. Essar's dual-fuel strategy uses LNG-powered trucks for long-haul freight and electric vehicles for short-haul and urban logistics, with charging and battery-swapping facilities integrated into fuel hubs. The expansion aligns with government efforts to reduce emissions and promote cleaner fuels, though analysts note that sustained policy support and long-term private investment will be essential for large-scale adoption and achievement of India's climate targets.",1/28/26 10:56,23b,
29/1/2026,https://aviationweek.com/air-transport/aircraft-propulsion/uae-targets-eu-future-saf-exports,UAE Establishes Sustainable Aviation Fuel Production Strategy Targeting European Exports,"The United Arab Emirates has unveiled a national sustainable aviation fuel strategy targeting annual production of 700 million liters by 2030 across up to five facilities. The nation plans to export at least half of this output to mature policy markets such as the European Union, projecting cumulative revenues of $1.7 billion by 2030. Multiple production projects are underway, including MENA Biofuels' facility converting used cooking oil into SAF, a Masdar and Tadweer partnership converting municipal waste through gasification, and a $30 million investment by SAFFA in a Dubai-based producer expected to commence operations in late 2028.

The UAE's strategy encompasses diverse feedstock sources including recycled fats and oils, municipal solid waste, and halophytes, with particular emphasis on long-term power-to-liquid synthetic fuel production using green hydrogen and captured carbon dioxide. This approach aligns with EU regulations requiring synthetic SAF components in blended supplies from 2030, starting at 0.7% and escalating to 35% by 2035. Domestically, the UAE has set a voluntary target of 1% locally produced SAF to be blended into airport fuel supplies by 2031, while pursuing broader ambitions to become a major green hydrogen producer leveraging its solar energy capacity.",1/28/26 15:11,25b,
29/1/2026,https://www.linkedin.com/posts/helenawright_credits-disclosure-prudential-activity-7422244895521738752-smax,Oxford University Launches Climate Policy Monitor Tracking Global Emissions Regulations,"Helena has assumed the position of Executive Director at the Climate Policy Monitor, a new initiative launched by the University of Oxford in 2024. The organization evaluates alignment between policies and regulations across 37 jurisdictions covering over 85 percent of global emissions, leveraging analysis from a network of leading law firms. The Monitor's initial focus spans six domains: carbon credits, climate-related disclosure, green prudential rules, methane abatement, public procurement, and transition planning.",1/28/26 13:56,26b,
29/1/2026,https://serrarigroup.com/indonesia-strengthens-global-climate-action-by-joining-coalition-to-grow-carbon-markets/,Indonesia Joins Coalition to Grow Carbon Markets as Eleventh Member,"Indonesia formally joined the Coalition to Grow Carbon Markets, with Forestry Minister Raja Juli Antoni announcing the membership during a meeting at Standard Chartered's London headquarters on January 20, 2026. The announcement follows a high-level UK-Indonesia Strategic Partnership launch between President Prabowo Subianto and British Prime Minister Keir Starmer, positioning carbon markets as a critical mechanism for mobilizing climate finance and supporting economic growth in developing nations.

Indonesia's membership carries significant weight due to the country's vast natural capital, including the world's third-largest tropical rainforest covering 52.1 percent of its land area. The nation's ecosystems, particularly its peatland forests concentrated in Kalimantan, Sumatra, and Papua, store approximately 13 billion metric tons of carbon and can hold up to 20 times more carbon per hectare than other forest types. Through coalition participation, Indonesia commits to increasing demand for high-integrity carbon credits from forestry and nature-based solutions while supporting green growth.",1/28/26 10:04,30b,
29/1/2026,https://www.qatar-tribune.com/article/216491/nation/gcc-and-vcm-sign-pact-to-boost-regional-carbon-market-growth,Global Carbon Council and Saudi VCM Launch Strategic Partnership for Carbon Credits Trading,"The Global Carbon Council and Saudi Arabia's Regional Voluntary Carbon Market Company announced a strategic partnership enabling GCC-certified carbon credits to be traded on VCM's exchange platform. The integration achieved strong market activity in its first month, with over 600,000 tonnes of GCC-certified credits traded, demonstrating regional demand for independently verified, high-integrity carbon credits and the platform's capacity for price discovery and transparent market access.

The Global Carbon Council is an international carbon crediting programme accredited by ICAO's CORSIA scheme and ICROA, positioning it as a gateway for climate finance in emerging markets. GCC-certified credits can support governments and companies in meeting climate objectives including Nationally Determined Contributions and Internationally Transferred Mitigation Outcomes. The availability of these credits on VCM's Saudi-based exchange, which launched in November 2024, expands access to globally recognized credits for regional and international buyers.",1/27/26 21:50,31b,
29/1/2026,https://verra.org/events/scaling-up-biochar-in-india-harnessing-carbon-markets-for-climate-farmers-and-industry/,Verra Technical Manager Discusses Scaling Biochar Deployment Through Carbon Markets,"Kranav Sharma, Technical Manager for Industrial Innovation at Verra, participated in a session at Delhi Climate Innovation Week focused on accelerating biochar deployment in India. The discussion examined strategies to leverage both voluntary and compliance carbon markets while maintaining environmental integrity, farmer participation, and economic feasibility. The session brought together project developers, standard-setting bodies, carbon finance specialists, government officials, corporate buyers, and agricultural organizations to transition biochar initiatives from pilot programs to scalable market-based models.

The session addressed practical implementation challenges including credible monitoring, reporting, and verification processes, integration with existing Indian agricultural systems, and strategies for generating buyer demand for carbon removal from biochar projects. The event emphasized the need to connect technical and market-based solutions to support both environmental outcomes and farmer economic interests through carbon market mechanisms.",1/28/26 19:09,32b,
29/1/2026,https://theedgemalaysia.com/node/790703,EcoCeres Launches Sustainable Aviation Fuel Plant in Malaysia,"EcoCeres Renewable Fuel opened a sustainable aviation fuel production facility in Tanjung Langsat, Malaysia, positioning itself to meet growing SAF demand across Asia. The plant will source feedstock including used cooking oils, animal fats, and palm oil from Malaysia, Southeast Asia, and China, with the company aiming to eventually source all materials from the Southeast Asian region. CEO Matti Lievonen highlighted the strategic location's advantages, including access to feedstock supplies, port infrastructure, and workforce capabilities.

While Europe currently dominates SAF consumption with mandates reaching 2% blending and targets of 6% by 2030, Asian nations including Singapore, South Korea, Malaysia, Indonesia, Hong Kong, China, and Japan are establishing or increasing their own SAF mandates. Japan aims for 10% blending by 2030, while Singapore and South Korea currently maintain 1% mandates. EcoCeres already supplies over 50% of its SAF output to European markets but is actively developing demand in South Korea, Singapore, Japan, Hong Kong, and China.",1/27/26 2:02,35b,
29/1/2026,https://cxotoday.com/media-coverage/honeywell-and-trualt-bioenergy-sign-agreement-to-drive-80000-tpa-saf-production-in-india/,"Honeywell and TruAlt Bioenergy Partner to Establish 80,000 TPA SAF Production Facility in India","Honeywell announced an agreement with TruAlt Bioenergy Limited to deploy Honeywell's Ethanol-to-Jet technology for producing 80,000 tons per annum of sustainable aviation fuel in India. The facility will represent one of India's first dedicated, grassroots SAF production operations using ethanol derived from renewable sources as feedstock. The technology can also be adapted to produce renewable diesel for road transport applications.

The collaboration supports India's government vision for self-reliance in domestic fuel production while addressing emissions reduction in the aviation sector. The project is expected to increase demand for bioethanol and generate higher incomes for farmers. Honeywell's modular renewable fuels technology approach enables faster deployment and installation compared to traditional methods, reducing project risk and accelerating operational timelines.",1/28/26 23:14,38b,
29/1/2026,https://www.iom3.org/resource/national-wealth-fund-adds-more-than-100bln-to-uk-economy.html,National Wealth Fund Commits Over £100 Billion to UK Economic Growth and Clean Energy Transition,"The UK National Wealth Fund announced a strategic investment plan targeting more than £100 billion in deployment across companies, infrastructure, and supply chains. The Fund aims to create and support over 200,000 jobs while targeting 500 million tonnes of CO2 equivalent emissions reductions by 2050. Priority sectors include hydrogen, carbon capture and storage, nuclear, battery manufacturing, electric vehicles, offshore wind, and sustainable aviation fuels, with £5.8 billion committed to four critical sectors over the current strategy period.

The Fund's revised approach focuses on three core ambitions: accelerating investment in clean energy transition projects, expanding place-based investment across all UK nations, and strengthening strategic capabilities for national security. To date, the initiative has committed one-third of its capital, mobilized over £17 billion in private investment, and supported creation of more than 70,000 jobs. The strategy prioritizes addressing market gaps and attracting additional private financing across 25 identified growth sectors.",1/28/26 10:30,39b,
29/1/2026,https://solarquarter.com/2026/01/28/topsoe-selected-for-acwas-yanbu-green-ammonia-project-in-saudi-arabia/,Topsoe Selected for Saudi Arabia's Yanbu Green Ammonia Project,"Topsoe has been chosen as the ammonia technology licensor for ACWA Power's Yanbu Green Hydrogen Project in Saudi Arabia. The company will provide dynamic ammonia technology, engineering support, proprietary equipment, and catalysts to convert green hydrogen into green ammonia at industrial scale. The facility is targeted to reach final investment decision in 2026, with operations commencing in 2030 and expected to prevent approximately 1.7 million tons of annual CO2 equivalent emissions compared to conventional natural gas-based ammonia production.

The project represents a significant development in Saudi Arabia's renewable energy strategy and industrial transformation goals. Topsoe's dynamic ammonia technology enables production rates to adjust rapidly in response to renewable electricity fluctuations, reducing hydrogen storage requirements and lowering overall capital and operating costs. The initial phase includes mega-scale green ammonia units with combined capacity of 2,700 metric tons per day, positioning green ammonia as a key solution for decarbonizing energy-intensive industries and long-distance transport sectors.",1/28/26 10:52,40b,
29/1/2026,https://www.theglobeandmail.com/investing/markets/stocks/GEVO/pressreleases/37278572/is-western-production-a-core-earnings-and-growth-pillar-for-alto/,Alto Ingredients Western Production Segment Drives Growth Through Renewable Fuels,"Alto Ingredients' Western production segment generated $115 million in alcohol sales and $37 million in essential ingredients revenue during 2024, producing approximately 61 million gallons of alcohol and 514,600 tons of essential ingredients. Beginning in 2025, the segment will also produce liquid CO2. The segment benefits from premium ethanol pricing due to regional supply constraints, proximity to key markets, and exposure to California's Low Carbon Fuel Standard, which supports demand for low-carbon ethanol and provides more predictable earnings compared to Midwest-focused competitors.

Alto's Western facilities are strategically positioned to serve LCFS-compliant markets through shorter transportation distances and carbon-intensity reduction initiatives, reducing exposure to ethanol oversupply cycles and elevated transportation costs. This geographic and regulatory advantage translates into sustainable pricing power and margin expansion, supporting the company's shift toward higher-value, lower-carbon products. The stock has outperformed its industry by gaining 62.6% over the past year and currently trades at a price-to-earnings multiple of 16.38, below the industry average of 16.84.",1/28/26 20:11,45b,
1/30/2026,https://www.clearbluemarkets.com/knowledge-base/the-state-of-global-carbon-markets-in-q4-2025-value-and-volatility,ClearBlue Markets Issues Q4 2025 Global Carbon Markets Quarterly Report,"ClearBlue Markets released its fourth-quarter 2025 State of the Global Carbon Markets report, providing comprehensive analysis of regulatory developments and market fundamentals across major carbon trading systems worldwide. The report examines policy evolution including California's Cap-and-Invest extension, the Canada-Alberta MOU, and the EU's 2040 Climate Target, while analyzing supply-demand drivers such as data center electricity impacts, electrification initiatives, and biofuel feedstock dynamics. The report also addresses capital allocation strategies and sustainability benchmarking to support decision-making in carbon markets.
 
 Key findings highlighted significant regional developments across North American and global markets. California Carbon Allowances remained stable as the Program Review stalled, while RGGI experienced volatility from elevated power demand related to data centers and artificial intelligence operations. The Voluntary Carbon Market demonstrated a structural ""flight to quality"" with high-integrity credits commanding a 46% price premium, while China's national carbon market recovered 30% by mid-November following regulatory stabilization measures. European Union Allowances gained momentum as investment funds increased positions, and progress was achieved on EU-UK ETS linkage discussions and the finalization of the EU's 2040 climate reduction target.",1/29/2026 16:45,1c,
1/30/2026,https://thecsruniverse.com/articles/union-budget-2026-esg-wishlist,India's Budget 2026 Must Prioritize Energy Security Clean Technology Deployment,"Dr. Mahesh Dalvi outlines an ESG-focused agenda for India's Union Budget 2026, calling for targeted fiscal and regulatory measures to strengthen energy security, accelerate clean technology adoption, enhance grid resilience, and support social sustainability. The column emphasizes that Budget 2026 arrives at a critical moment with the compliance carbon market launching in 2026 and India's 2030 climate targets approaching, requiring a shift from capacity expansion to system-level integration, domestic manufacturing, and supply chain resilience.
 
 The piece highlights India's progress toward its Panchamrit clean energy goals and identifies specific budget priorities including production-linked incentives for solar manufacturers, increased R&D allocation for green hydrogen, launch of a ₹38,900-crore carbon capture and storage programme, and support for nuclear energy deployment. The column frames Budget 2026 as instrumental in positioning India as an energy-secure, self-reliant economy while advancing its Net Zero transition and achieving its status as the world's third-largest economy.",1/29/2026 9:37,15c,
1/30/2026,https://www.straitstimes.com/singapore/transport/spore-to-launch-first-green-jet-fuel-group-buy-trial-at-changi-aviation-summit,Singapore Launches Voluntary Sustainable Aviation Fuel Demand Aggregation Trial,"Singapore announced a voluntary initiative enabling corporations to collectively purchase sustainable aviation fuel, complementing an upcoming mandatory green jet fuel levy on all departing flights. The trial will be formalized through an agreement signed at the Changi Aviation Summit between the Civil Aviation Authority of Singapore, the Singapore Sustainable Aviation Fuel Company, and participating organizations. The country aims to achieve 1 percent sustainable jet fuel blending at its airports by 2026, escalating to 3-5 percent by 2030.
 
 The initiative addresses aviation's decarbonization through sustainable fuels derived primarily from waste materials such as used cooking oil, which can integrate with existing aircraft and infrastructure without modification. Sustainable aviation fuel is projected to deliver approximately 65 percent of the emissions reductions necessary for the aviation sector to reach net-zero targets by 2050, according to industry assessments. The summit will also feature nine additional agreements, including partnerships with the International Civil Aviation Organization for leadership development and training cooperation arrangements with Kenya, North Macedonia, and Thailand.",1/29/2026 8:47,16c,
1/30/2026,https://www.trafigura.com/news-and-insights/press-releases/2026/miombo-restoration-alliance-launches-four-large-scale-carbon-removal-projects/,Miombo Restoration Alliance Launches Four Large-Scale Carbon Removal Projects,"The Miombo Restoration Alliance, a public-private partnership established by Trafigura, NGO consortium partners, and 11 central and southern African governments, announced the launch of its first carbon removal projects across Mozambique, Zambia, Tanzania, and Malawi. The four projects represent over USD$1 billion in direct expenditure and investment over their lifetimes, with revenue-sharing agreements benefiting approximately 100,000 community members, participant farmers, and national governments.
 
 The projects are estimated to remove over 50 million tonnes of CO2 equivalent while restoring 675,000 hectares of Miombo woodland through native species restoration and agroforestry activities. Credits are generated under Article 6 of the Paris Agreement framework. The Alliance, launched at New York Climate Week 2024, has strengthened its partner network in 2025 by adding Carbon Direct as scientific and project design advisor and Terraspect as payments infrastructure provider to support traceable local disbursements.",1/29/2026 11:24,22c,
1/30/2026,https://www.renewable-energy-industry.com/news/press-releases/pm-8746-concrete-chemicals-receives-350-million-funding-for-germany-s-largest-industrial-scale-e-saf-plant,Concrete Chemicals Secures €350 Million Funding for Germany's Largest e-SAF Production Plant,"Concrete Chemicals GmbH has received €350 million in public funding approved at national and regional levels to construct Germany's largest industrial-scale facility for producing Electro-Sustainable Aviation Fuel (e-SAF) in Schwedt, Brandenburg. The funding, operating under the EU's Climate Energy and Environmental Aid Guidelines framework, supports the development of clean hydrogen infrastructure and renewable fuel production capacity aligned with European climate and energy sovereignty objectives.
 
 The facility will employ a Power-to-Liquid process utilizing biogenic carbon dioxide and renewable hydrogen to produce over 37,000 tonnes annually of synthetic aviation fuel and e-naphtha, with projected annual fossil CO2 reductions exceeding 100,000 tonnes. The project directly supports the ReFuelEU Aviation Regulation's blending mandates, contributes to Germany's hydrogen infrastructure strategy, and enables future integration into the European Hydrogen Core Network, positioning the facility as a cornerstone of decarbonization efforts in European aviation and industrial fuel supply chains.",1/29/2026 12:43,23c,
1/30/2026,https://gggi.org/lao-pdr-opens-new-opportunities-for-private-sector-investment-through-disseminating-the-carbon-credit-decree/,Lao PDR Adopts Carbon Credit Decree to Enable Private Sector Investment,"The Government of Lao PDR signed and disseminated the Carbon Credit Decree on January 29, 2026, establishing a regulatory framework for carbon market activities and private sector participation. Prime Minister Sonexay Siphandone approved the decree, which was presented at a National Dissemination Workshop in Vientiane attended by government officials, private sector representatives, and development partners. The framework requires carbon project developers to obtain approvals from relevant line ministries before registering with the Ministry of Agriculture and Environment, while also regulating carbon-related businesses including project development, consulting, and market facilitation services.
 
 The decree positions Lao PDR as an emerging destination for climate-smart investment by providing legal certainty and transparent oversight mechanisms for carbon credit generation. Government officials emphasized that the policy aims to mobilize funds, create employment, and deliver benefits to local communities while ensuring alignment with international best practices. The framework leverages Lao PDR's forest resources, renewable energy potential, and land-use sectors for nature-based solutions and low-carbon investments in response to growing global demand for high-quality carbon credits.",1/29/2026 11:41,24c,
1/30/2026,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2220467,Assam Petro-Chemicals APL Establishes E-Methanol Production Facility at Kandla Port,"Assam Petro-Chemicals Ltd signed a memorandum of understanding with Deendayal Port Authority to develop a 150 tonnes per day e-methanol production plant at Kandla Port in Gujarat. The project represents a ₹1,200 crore capital investment and is expected to generate over 3,500 direct and indirect employment opportunities. The facility will produce electro-methanol using green hydrogen and captured carbon dioxide powered by renewable electricity, creating an integrated value chain for green marine fuels at the port.
 
 The initiative aligns with India's maritime decarbonization strategy and positions Kandla Port as a major green fuel supply hub for international shipping routes, including the Singapore-Rotterdam corridor. Port-based production of e-methanol offers operational advantages including reduced logistics costs and seamless integration with shipping demand. The facility will enable vessels to meet international emissions regulations while supporting India's transition toward cleaner shipping and sustainable economic growth.",1/29/2026 15:15,27c,
1/30/2026,https://www.reccessary.com/en/news/recc-webinar-apac-carbon-markets-outlook,Asia-Pacific Carbon Markets Entering New Phase Of Institutionalization And Implementation,"A webinar hosted by RECESSARY on January 28 examined the evolving landscape of carbon markets across Asia-Pacific, with speakers discussing how pricing mechanisms, credit quality standards, and cross-border alignment are becoming central considerations for regional operations. Key developments highlighted include Singapore's planned 80% carbon tax increase to SGD 45 per tonne in 2026, Thailand's integration of its carbon tax and emissions trading scheme under a unified legal framework, and Vietnam's launch of a pilot ETS in late 2025.
 
 The discussion underscored a significant shift in market dynamics where governments continue refining policy designs while buyers increasingly prioritize carbon credit quality over volume. Notable milestones include the International Civil Aviation Organization's approval of premium Thai carbon credits for use under CORSIA and the completion of the first Article 6.2 internationally transferred mitigation outcome transaction between Thailand and Japan, both signaling movement toward cross-border credit integration and linking domestic markets to international frameworks.",1/29/2026 10:23,29c,
1/30/2026,https://news.cgtn.com/news/2026-01-29/China-builds-largest-renewable-energy-system-globally-1KjXyLe9p4I/p.html,China Establishes World's Largest Carbon Emissions Trading Market During Five-Year Plan,"China's Ministry of Ecology and Environment announced significant environmental achievements during the 14th Five-Year Plan period from 2021 to 2025. The country established the world's largest carbon emissions trading market, which accumulated 865 million tonnes in trading volume and generated 57.663 billion yuan in transaction value by the end of 2025. Additionally, China built the largest clean power supply system and largest clean steel production system globally, achieved over 50 percent market penetration for new energy vehicles, and reached 78 percent clean transportation share in key regions and industries.
 
 The ministry highlighted broader climate action initiatives undertaken during this period, including the launch of a national voluntary greenhouse gas emissions trading market and the establishment of a product carbon footprint management system. China also issued its National Adaptation Strategy to Climate Change 2035 to strengthen climate resilience across key sectors. These developments reflect the country's commitment to accelerating green and low-carbon economic transition through policy frameworks and market mechanisms.",1/29/2026 7:15,30c,
1/30/2026,https://www.caribbeanenergyweek.com/news/nigeria-turns-carbon-capital-caribbean-follow,Nigeria Establishes Carbon Market Framework to Finance Energy Transition,"Nigeria has implemented a national carbon registry and emissions reporting system designed to monetize verified emissions reductions and channel revenues into energy infrastructure, renewable deployment, methane abatement, and grid modernization. The framework anchors carbon market activities within Nigeria's Energy Transition Plan targeting net-zero emissions by 2060, with natural gas expected to comprise over 70% of the near-term energy mix while complementary initiatives like the Lagos Carbon Exchange aim to issue millions of credits and reinvest proceeds into clean energy and climate-resilient infrastructure.
 
 The Nigerian model presents a development finance mechanism for emerging economies facing capital constraints in energy transitions. Caribbean nations experiencing similar challenges—high imported fuel dependence, elevated electricity costs, and climate vulnerability—are examining comparable carbon market approaches. Countries including Guyana, Suriname, and Belize have already advanced forest carbon credits and blue-economy financing, positioning carbon markets as revenue-generating solutions that reduce reliance on traditional climate finance while supporting regional energy modernization goals.",1/28/2026 22:31,38c,
1/30/2026,https://www.argusmedia.com/news-and-insights/latest-market-news/2782059-tougher-mandates-promise-support-for-eu-hvo-prices,European Renewable Fuel Targets Drive Hydrotreated Vegetable Oil Demand Growth,"Stricter European renewable fuel mandates are expected to significantly boost demand for hydrotreated vegetable oil (HVO) throughout 2026, despite recent price declines from October highs. Germany plans to nearly double HVO demand to 2.6 billion liters this year by eliminating double-counting provisions for advanced biofuels, while the Netherlands is shifting to a greenhouse gas savings mandate. Overall European HVO demand is projected to reach 9.4 billion liters in 2026, up from 6.9 billion liters in 2025, as suppliers increasingly turn to HVO to comply with the EU Fuel Quality Directive's blending limits on conventional biodiesel.
 
 Market activity reflects growing interest in HVO as a drop-in diesel substitute that can be blended in larger volumes than traditional methyl ester biodiesel. Spot trading volumes surged to 144,000 tons in 2025 compared with 44,000 tons in 2024, while futures trading on the Intercontinental Exchange reached 5 million contracts. Regulatory changes are attracting continued supply flows from North America and China, with January 2026 already showing strong trade initiation volumes as market participants position for the anticipated demand surge from tightening European compliance requirements.",1/29/2026 14:49,40c,
2026-02-06,https://www.windtech-international.com/industry-news/spain-opens-design-phase-for-floating-offshore-wind-auction,Spain Launches Public Consultation for First Floating Offshore Wind Auction,"Spain's Ministry for the Ecological Transition opened a public consultation period extending to February 24 to solicit feedback on the design of the nation's inaugural competitive auction for floating offshore wind capacity. The consultation will inform the final structure of the auction mechanism, with submissions invited from companies, industry associations, and public authorities. The auction framework will employ a two-sided Contract for Difference model and incorporate non-economic evaluation criteria alongside price considerations, including environmental impact, job creation, and local industrial development. The Spanish government has also implemented industrial support measures to prepare ports and logistics infrastructure for offshore wind deployment.",2026-02-05 09:33:02,,
2026-02-06,https://www.gov.uk/government/consultations/carbon-capture-usage-and-storage-ccus-non-pipeline-transport/carbon-capture-usage-and-storage-ccus-consultation-on-non-pipeline-transport-npt-accessible-webpage,UK Government Launches Consultation on Carbon Capture Non-Pipeline Transport Policy,"The UK Department for Energy Security and Net Zero issued a consultation on February 5, 2026, seeking public input on policy frameworks for non-pipeline transport (NPT) of captured carbon dioxide. The consultation, open until May 1, 2026, addresses delivery mechanisms, cost support structures, regulatory environments, and operational standards for NPT solutions. The government is soliciting responses from project developers, infrastructure providers, supply chain companies, investors, and academics with interest in CCUS deployment across the UK and offshore waters.",2026-02-05 11:01:08,,
2026-02-06,https://www.prnewswire.com/news-releases/pge-accelerating-home-electrification-for-customers-via-span-edge-302680486.html,PG&E Deploys At-The-Meter Technology To Reduce EV Adoption Costs,"Pacific Gas and Electric Company announced a partnership with SPAN to deploy SPAN Edge devices through its new PanelBoost program, enabling residential customers to adopt electric vehicles and appliances without expensive electrical panel upgrades. The at-the-meter solution uses dynamic load management technology to allow homes to add high-efficiency electric equipment while maintaining grid reliability. PG&E estimates over 600,000 homes in its service area will require some form of electric service upgrade within the next decade to meet electrification demand.

The PanelBoost program addresses a significant barrier to residential electrification by reducing infrastructure upgrade costs and timelines for customers. SPAN Edge uses Dynamic Service Rating capability to shape home energy demand during peak events and protect local transformers. Early feedback from electricians and customer testers indicated strong support for the solution as an alternative to traditional panel upgrades. The deployment builds on lessons learned from PG&E's SAVE virtual power plant program and represents part of the utility's broader grid-edge innovation strategy.",2026-02-05 16:49:00,,
2026-02-06,https://www.rivieramm.com/news-content-hub/france-needs-to-take-action-to-surf-offshore-wind-wave-87676,France Renewable Energy Association Urges Government Action on Offshore Wind,"France renouvelables, the country's renewable electricity industry association, has called on the French government to accelerate its offshore wind development framework to align with broader European ambitions. The association highlighted delays in the A09 and A010 auction frameworks and the postponed publication of France's third Multiannual Energy Programming Plan (PPE3), which is intended to guide energy strategy through 2035 and beyond. At the January 2026 North Seas Summit in Hamburg, European countries collectively reaffirmed targets to develop 300 gigawatts of offshore wind capacity by 2050, a volume sufficient to meet approximately one-third of EU electricity demand, reduce fossil fuel imports by €70 billion annually, and cut carbon emissions by 15 percent yearly.

France renouvelables warned that delays in publishing the PPE3 and auction specifications risk undermining France's position as an energy power and threaten future investment in the offshore sector. The association emphasized that rapid government action is essential for France to contribute meaningfully to European energy security and decarbonization objectives. This call aligns with earlier statements from France Offshore Renewables, a regional clean energy cluster body, which flagged mounting delays and inconsistent decision-making that could jeopardize offshore wind projects and investor confidence.",2026-02-05 12:03:04,,
2026-02-06,https://www.jdsupra.com/legalnews/irs-issues-safe-harbor-for-section-45q-9016349/,IRS Issues Safe Harbor for Carbon Sequestration Tax Credits Amid EPA Reporting Changes,"The Internal Revenue Service released Notice 2026-1 on December 19, 2025, establishing a temporary safe harbor for taxpayers claiming the federal income tax credit for qualified carbon oxide sequestration under section 45Q. The notice addresses a compliance gap created by the EPA's proposed repeal of greenhouse gas reporting requirements that are currently necessary to substantiate the credit. The safe harbor applies to taxpayers disposing of qualified carbon oxides through Class VI injection wells or ceased oil reservoirs during 2025, and is triggered only if the EPA does not launch its electronic Greenhouse Gas Reporting Tool by June 10, 2026.

Under the safe harbor, taxpayers may satisfy monitoring, reporting, and verification obligations through independent certification by a state-registered engineer or geologist rather than EPA's subpart RR reporting mechanism. Taxpayers must maintain compliance activities, compile annual reports with required documentation, engage qualified independent certification, and file Form 8933 with their tax returns by normal filing deadlines. Treasury and the IRS indicated this is interim guidance pending issuance of proposed regulations addressing the regulatory uncertainty created by the EPA's proposed rule changes.",2026-02-04 19:46:20,,
2026-02-06,https://www.ans.org/news/2026-02-04/article-7734/doe-general-matter-team-up-for-new-fuel-mission-at-hanford/,DOE Leases Dormant Nuclear Facility to General Matter for HALEU Enrichment,"The Department of Energy has entered into a lease agreement with General Matter to evaluate and potentially restore the Fuel Manufacturing and Enrichment Facility (FMEF) at the Hanford site in Washington state. The 190,000-square-foot facility, completed in 1984 but never operationalized, has been in dormant status since 1993. General Matter will conduct site characterization, assess facility upgrades, and engage with local stakeholders as part of the evaluation process to return the facility to service.

This lease represents part of a broader DOE initiative to develop domestic uranium enrichment capacity, particularly for High-Assay Low-Enriched Uranium (HALEU). General Matter received a $900 million task order from the DOE in the preceding month to accelerate HALEU enrichment capacity development. The company is simultaneously developing a new enrichment facility at the former Paducah Gaseous Diffusion Plant in Kentucky, with construction expected to begin in 2026 and operations targeted for 2034.",2026-02-04 21:37:46,,
2026-02-06,https://www.rnz.co.nz/news/national/586067/taranaki-green-hydrogen-energy-project-construction-starts-this-month,Green Hydrogen Project in South Taranaki Begins Construction After Five Year Delay,"Construction has commenced on a green hydrogen facility in South Taranaki, New Zealand, following nearly five years of regulatory delays since $19.9 million in Provincial Growth Fund financing was announced in 2020. The project integrates four 206-metre wind turbines to supply renewable electricity to Ballance Agri-Nutrients' Kapuni facility and produce green hydrogen for Hiringa Energy's zero-emission transport refuelling operations, with total project costs reaching $112.3 million through co-funding from partners. The development is expected to create approximately 50 construction jobs and seven permanent positions.

Regional Development Minister Shane Jones highlighted the project's significance as one of New Zealand's first large-scale integrated wind and green hydrogen production facilities, positioning it as a key economic diversification initiative for Taranaki. The project faced earlier opposition from Te Korowai o Ngāruahine Trust and Greenpeace on Treaty, cultural, and environmental grounds, but both the High Court and Court of Appeal ruled against the appeal, clearing the path for construction to proceed.",2026-02-05 08:20:45,,
2026-02-06,https://www.sierraclub.org/sierra/michigan-sues-oil-and-gas-companies-sabotaging-renewable-energy-and-electric-vehicles,Michigan Files Antitrust Lawsuit Against Major Oil and Gas Companies for Suppressing Renewables,"Michigan's Attorney General filed a federal antitrust lawsuit against BP, Chevron, ExxonMobil, Shell, and the American Petroleum Institute, alleging a decades-long conspiracy to suppress renewable energy technology and electric vehicle adoption. The complaint claims these companies coordinated efforts to delay the energy transition, reduce competition, raise consumer prices, and protect fossil fuel market dominance through patent litigation, disinformation campaigns, and diversion of capital away from clean technologies.

The lawsuit invokes the Sherman Antitrust Act, Clayton Antitrust Act, and Michigan Antitrust Reform Act. Michigan's Attorney General cited an energy affordability crisis and argued that elevated costs stem from corporate greed rather than natural economic factors. The filing references internal documents, including claims that ExxonMobil recognized climate risks and renewable energy requirements in 1979 but chose to strategically obstruct the energy transition instead.",2026-02-04 12:15:20,,
